,page_number,chunk_index,field,value,confidence,y_position,x_position
54,1,0,Ġthe,,0.5460097193717957,284.0,134.0
55,1,0,ĠTreasury,,0.5287209153175354,284.0,153.0
56,1,0,ĠGo,,0.5072178244590759,313.0,273.0
57,1,0,Ġwww,,0.6128749251365662,313.0,310.0
58,1,0,.,,0.6672685742378235,313.0,310.0
59,1,0,irs,,0.5777861475944519,313.0,310.0
60,1,0,.,,0.6223909854888916,313.0,310.0
61,1,0,gov,,0.7090479731559753,313.0,310.0
62,1,0,/,,0.6368753910064697,313.0,310.0
63,1,0,Form,,0.6670215129852295,313.0,310.0
64,1,0,1,,0.5506587624549866,313.0,310.0
65,1,0,120,,0.5370168089866638,313.0,310.0
66,1,0,S,,0.5148519277572632,313.0,310.0
67,1,0,Ġfor,,0.5787208676338196,313.0,465.0
68,1,0,Ġinstructions,,0.5303458571434021,313.0,487.0
69,1,0,Ġand,,0.5682938098907471,313.0,564.0
70,1,0,Ġthe,,0.6442037224769592,313.0,590.0
71,1,0,Ġlatest,,0.6492684483528137,313.0,614.0
72,1,0,Ġinformation,,0.6275227665901184,313.0,652.0
73,1,0,.,,0.5979517102241516,313.0,652.0
74,1,0,Ġto,,0.6232432723045349,315.0,294.0
75,1,0,ĠInternal,,0.5317627191543579,318.0,61.0
76,1,0,ĠRevenue,,0.5028847455978394,318.0,101.0
77,1,0,ĠService,,0.5308732986450195,318.0,147.0
78,1,0,ĠFor,,0.550998330116272,365.0,61.0
79,1,0,Ġcalendar,,0.5007084608078003,365.0,87.0
80,1,0,Ġbeginning,,0.5595600605010986,365.0,289.0
81,1,0,Ġending,,0.6869077682495117,365.0,617.0
82,1,0,Ġ20,,0.5982140898704529,366.0,179.0
83,1,0,23,,0.5932202935218811,366.0,179.0
84,1,0,Ġ20,,0.7341907024383545,366.0,576.0
85,1,0,23,,0.580528736114502,366.0,576.0
86,1,0,",",,0.6852562427520752,366.0,576.0
87,1,0,"Ġ,",,0.6106830835342407,366.0,874.0
88,1,0,20,,0.5360591411590576,366.0,874.0
89,1,0,Ġtax,,0.5544303059577942,367.0,232.0
90,1,0,Ġyear,,0.5146527290344238,372.0,147.0
91,1,0,Ġor,,0.5122387409210205,372.0,216.0
92,1,0,Ġyear,,0.5340461134910583,372.0,257.0
93,1,0,ĠJan,,0.6057671904563904,372.0,444.0
94,1,0,Ġ1,,0.5309999585151672,372.0,471.0
95,1,0,ĠDec,,0.558806300163269,372.0,746.0
96,1,0,Ġ31,,0.5702174305915833,372.0,774.0
97,1,0,Ġ23,,0.5817202925682068,372.0,913.0
98,1,0,"Ġ,",,0.6334214210510254,388.0,569.0
99,1,0,ĠA,,0.5305238962173462,418.0,60.0
100,1,0,ĠSelection,,0.5505430698394775,418.0,75.0
101,1,0,Ġeffective,,0.5421829223632812,418.0,129.0
102,1,0,Ġdate,,0.5753305554389954,418.0,175.0
103,1,0,ĠName,,0.5707322955131531,418.0,290.0
104,1,0,ĠD,,0.6173334121704102,418.0,747.0
105,1,0,ĠEmploy,,0.7117739915847778,418.0,761.0
106,1,0,er,,0.7116973996162415,418.0,761.0
107,1,0,Ġidentification,,0.6811835765838623,418.0,816.0
108,1,0,Ġnumber,,0.7069318890571594,418.0,890.0
109,1,0,Ġ1,,0.5419485569000244,473.0,117.0
110,1,0,/,,0.5702222585678101,473.0,117.0
111,1,0,1,,0.5577868819236755,473.0,117.0
112,1,0,/,,0.5407916307449341,473.0,117.0
113,1,0,1970,,0.6020892858505249,473.0,117.0
114,1,0,Ġsd,,0.5607655048370361,473.0,285.0
115,1,0,as,,0.6421815752983093,473.0,285.0
116,1,0,df,,0.6076297163963318,473.0,285.0
117,1,0,as,,0.6518215537071228,473.0,285.0
118,1,0,df,,0.5964422821998596,473.0,285.0
119,1,0,s,,0.6301126480102539,473.0,285.0
120,1,0,ad,,0.560687780380249,473.0,285.0
121,1,0,f,,0.616450846195221,473.0,285.0
122,1,0,ĠLLC,,0.6055313944816589,474.0,385.0
123,1,0,Ġ123,,0.5487439036369324,474.0,808.0
124,1,0,123,,0.5311303734779358,474.0,808.0
125,1,0,123,,0.5382996201515198,474.0,808.0
126,1,0,ĠB,,0.5052019953727722,518.0,61.0
127,1,0,ĠBusiness,,0.5290395021438599,518.0,75.0
128,1,0,Ġactivity,,0.5222445130348206,518.0,124.0
129,1,0,Ġcode,,0.5291562080383301,518.0,163.0
130,1,0,ĠNumber,,0.6540766358375549,518.0,290.0
131,1,0,",",,0.7233580350875854,518.0,290.0
132,1,0,Ġand,,0.6625006794929504,518.0,372.0
133,1,0,Ġsuite,,0.6521889567375183,518.0,438.0
134,1,0,ĠIf,,0.6108578443527222,518.0,485.0
135,1,0,ĠP,,0.807065486907959,518.0,504.0
136,1,0,.,,0.8377015590667725,518.0,504.0
137,1,0,O,,0.831809937953949,518.0,504.0
138,1,0,.,,0.8007247447967529,518.0,504.0
139,1,0,Ġbox,,0.7759909629821777,518.0,529.0
140,1,0,",",,0.809367299079895,518.0,529.0
141,1,0,Ġinstructions,,0.6622104644775391,518.0,576.0
142,1,0,.,,0.7200963497161865,518.0,576.0
143,1,0,ĠE,,0.5366539359092712,518.0,747.0
144,1,0,ĠDate,,0.7132700681686401,518.0,760.0
145,1,0,Ġincorporated,,0.5992268323898315,518.0,787.0
146,1,0,Ġstreet,,0.6143918037414551,519.0,337.0
147,1,0,",",,0.7592748403549194,519.0,337.0
148,1,0,Ġroom,,0.7113256454467773,524.0,395.0
149,1,0,Ġor,,0.7355177998542786,524.0,424.0
150,1,0,Ġno,,0.7388437390327454,524.0,465.0
151,1,0,.,,0.7773025631904602,524.0,465.0
152,1,0,Ġa,,0.6998423337936401,524.0,494.0
153,1,0,Ġsee,,0.6578793525695801,524.0,554.0
154,1,0,Ġb,,0.5306141376495361,552.0,98.0
155,1,0,Ġ(,,0.5085217952728271,552.0,118.0
156,1,0,see,,0.5700023770332336,552.0,118.0
157,1,0,Ġinstruct,,0.5020595192909241,552.0,142.0
158,1,0,i,,0.5910399556159973,552.0,142.0
159,1,0,Ġinstructions,,0.5415992140769958,552.0,142.0
160,1,0,),Ġnumber,0.5378305017948151,552.0,142.0
161,1,0,Ġ|,,0.565398633480072,573.0,285.0
162,1,0,123,,0.5291247367858887,573.0,285.0
163,1,0,123,,0.5220281481742859,573.0,285.0
164,1,0,12,,0.5091813802719116,573.0,285.0
165,1,0,ĠMain,,0.5356274843215942,573.0,347.0
166,1,0,ĠSt,,0.5881662368774414,573.0,380.0
167,1,0,Ġ1,,0.6124065518379211,573.0,815.0
168,1,0,/,,0.6720038652420044,573.0,815.0
169,1,0,1,,0.6181198954582214,573.0,815.0
170,1,0,/,,0.6393721699714661,573.0,815.0
171,1,0,1970,,0.6623181104660034,573.0,815.0
172,1,0,ĠPR,,0.5276238918304443,578.0,236.0
173,1,0,INT,,0.5586323738098145,578.0,236.0
174,1,0,ĠCity,,0.5546829104423523,617.0,290.0
175,1,0,Ġprovince,,0.7154605984687805,617.0,400.0
176,1,0,",",,0.7642173767089844,617.0,400.0
177,1,0,Ġand,,0.6838568449020386,617.0,495.0
178,1,0,ĠZIP,,0.727088987827301,617.0,517.0
179,1,0,Ġforeign,,0.7396822571754456,617.0,550.0
180,1,0,Ġpostal,,0.702974259853363,617.0,590.0
181,1,0,Ġcode,,0.7579739689826965,617.0,623.0
182,1,0,Ġtown,,0.6592939496040344,618.0,326.0
183,1,0,",",,0.6968481540679932,618.0,326.0
184,1,0,Ġstate,,0.632267415523529,618.0,358.0
185,1,0,Ġcountry,,0.7462552189826965,618.0,450.0
186,1,0,",",,0.7580553293228149,618.0,450.0
187,1,0,ĠF,,0.6041000485420227,618.0,747.0
188,1,0,ĠTotal,,0.6144000887870789,618.0,759.0
189,1,0,Ġ(,,0.5931231379508972,618.0,824.0
190,1,0,see,,0.6391655802726746,618.0,824.0
191,1,0,Ġinstructions,,0.500360369682312,618.0,849.0
192,1,0,),Ġassets,0.5651067495346069,618.0,849.0
193,1,0,Ġ123,,0.5958998799324036,623.0,121.0
194,1,0,456,,0.5322104692459106,623.0,121.0
195,1,0,Ġor,,0.6144720315933228,623.0,313.0
196,1,0,Ġor,,0.6630358099937439,623.0,386.0
197,1,0,Ġor,,0.711045503616333,623.0,538.0
198,1,0,Ġ[,,0.5162742137908936,714.0,669.0
199,1,0,_,,0.6630184054374695,714.0,669.0
200,1,0,],,0.510180652141571,714.0,669.0
201,1,0,Ġ[],,0.611870527267456,714.0,716.0
202,1,0,ĠG,,0.6844395399093628,719.0,61.0
203,1,0,_,,0.6217313408851624,719.0,61.0
204,1,0,|,,0.5676739811897278,719.0,61.0
205,1,0,s,,0.6855652928352356,719.0,61.0
206,1,0,ĠS,,0.6180313229560852,719.0,297.0
207,1,0,Ġyear,,0.6407240629196167,719.0,520.0
208,1,0,?,,0.5184381008148193,719.0,520.0
209,1,0,ĠSee,,0.548793613910675,719.0,556.0
210,1,0,Ġthe,,0.6005244851112366,720.0,98.0
211,1,0,Ġcorporation,,0.526580810546875,720.0,121.0
212,1,0,Ġelecting,,0.5066239833831787,720.0,194.0
213,1,0,Ġbe,,0.5733998417854309,720.0,260.0
214,1,0,Ġcorporation,,0.6250611543655396,720.0,309.0
215,1,0,Ġbeginning,,0.6135278344154358,720.0,382.0
216,1,0,Ġwith,,0.6043534278869629,720.0,444.0
217,1,0,Ġthis,,0.5874456167221069,720.0,472.0
218,1,0,Ġinstructions,,0.5039895176887512,720.0,583.0
219,1,0,.,,0.5736489295959473,720.0,583.0
220,1,0,ĠYes,,0.6498210430145264,720.0,688.0
221,1,0,ĠNo,,0.6150109171867371,720.0,736.0
222,1,0,Ġto,,0.5170400738716125,721.0,243.0
223,1,0,Ġtax,,0.6321439146995544,721.0,497.0
224,1,0,Ġan,,0.509041428565979,726.0,278.0
225,1,0,Ġ[],,0.7004899382591248,764.0,165.0
226,1,0,Ġ[[,,0.552661120891571,764.0,282.0
227,1,0,],,0.5534825921058655,764.0,282.0
228,1,0,Name,,0.5132099390029907,764.0,282.0
229,1,0,Ġ[,,0.5368142127990723,764.0,423.0
230,1,0,_,,0.6607481837272644,764.0,423.0
231,1,0,],,0.6942059993743896,764.0,423.0
232,1,0,Address,,0.651235818862915,764.0,423.0
233,1,0,Ġ[-,,0.6845017075538635,764.0,575.0
234,1,0,],,0.7378109693527222,764.0,575.0
235,1,0,Am,,0.6926368474960327,764.0,575.0
236,1,0,ended,,0.6243641376495361,764.0,575.0
237,1,0,Ġ(,,0.545568585395813,764.0,727.0
238,1,0,|,,0.685551643371582,764.0,727.0
239,1,0,S,,0.5143740773200989,764.0,727.0
240,1,0,Ġ(,,0.6904413104057312,766.0,145.0
241,1,0,1,,0.5247617959976196,766.0,145.0
242,1,0,),Ġ(,0.6384008526802063,766.0,145.0
243,1,0,2,,0.5860486030578613,766.0,262.0
244,1,0,),Ġ(,0.6018200814723969,766.0,262.0
245,1,0,3,,0.6724016070365906,766.0,402.0
246,1,0,),Ġ(,0.6166459023952484,766.0,402.0
247,1,0,4,,0.7281723618507385,766.0,554.0
248,1,0,),Ġ(,0.6093856692314148,766.0,554.0
249,1,0,5,,0.6319072842597961,766.0,707.0
250,1,0,),ĠCheck,0.6339012682437897,766.0,707.0
251,1,0,ĠH,,0.5834190249443054,769.0,61.0
252,1,0,Ġif,,0.7397781014442444,769.0,126.0
253,1,0,,ĠFinal,0.5608863830566406,769.0,126.0
254,1,0,Ġchange,,0.5354779958724976,769.0,341.0
255,1,0,Ġchange,,0.5484874844551086,769.0,496.0
256,1,0,Ġelection,,0.5280168056488037,769.0,757.0
257,1,0,Ġtermination,,0.5593411922454834,769.0,803.0
258,1,0,Ġreturn,,0.5016513466835022,770.0,215.0
259,1,0,Ġreturn,,0.654395580291748,770.0,657.0
260,1,0,ĠEnter,,0.6855692863464355,816.0,85.0
261,1,0,Ġthe,,0.5953519344329834,816.0,120.0
262,1,0,Ġnumber,,0.5097895860671997,816.0,145.0
263,1,0,Ġof,,0.5344793796539307,816.0,195.0
264,1,0,Ġshareholders,,0.6174728274345398,816.0,211.0
265,1,0,Ġwho,,0.5306944847106934,816.0,295.0
266,1,0,Ġshareholders,,0.5163686275482178,816.0,358.0
267,1,0,Ġduring,,0.6155240535736084,816.0,442.0
268,1,0,Ġof,,0.7349593043327332,816.0,540.0
269,1,0,Ġthe,,0.6876805424690247,816.0,555.0
270,1,0,Ġ|,,0.7269895076751709,817.0,65.0
271,1,0,Ġpart,,0.6450330018997192,817.0,512.0
272,1,0,Ġtax,,0.6519750356674194,817.0,578.0
273,1,0,Ġwere,,0.5124390125274658,822.0,325.0
274,1,0,Ġany,,0.5499989986419678,822.0,485.0
275,1,0,Ġyear,,0.6284249424934387,822.0,601.0
276,1,0,Ġ.,,0.5366392731666565,837.0,686.0
277,1,0,Ġ9,,0.6093459725379944,837.0,783.0
278,1,0,Ġpassive,,0.5212458372116089,853.0,798.0
279,1,0,Ġactivity,,0.5029721260070801,853.0,842.0
280,1,0,Ġpurposes,,0.5606256723403931,853.0,886.0
281,1,0,Ġ[,,0.7539345026016235,860.0,236.0
282,1,0,_,,0.5664692521095276,860.0,236.0
283,1,0,],,0.7103910446166992,860.0,236.0
284,1,0,Ġ[,,0.5092889666557312,860.0,587.0
285,1,0,_,,0.6488811373710632,860.0,587.0
286,1,0,],,0.5103954672813416,860.0,587.0
287,1,0,Ġ(,,0.7464097142219543,864.0,213.0
288,1,0,1,,0.6082123517990112,864.0,213.0
289,1,0,),Ġ(,0.634816974401474,864.0,213.0
290,1,0,2,,0.6838160157203674,864.0,566.0
291,1,0,),ĠCheck,0.6613850593566895,864.0,566.0
292,1,0,ĠGroup,,0.5672972798347473,866.0,605.0
293,1,0,ed,,0.5179036855697632,866.0,605.0
294,1,0,ĠJ,,0.7726057767868042,867.0,61.0
295,1,0,Ġif,,0.8169086575508118,867.0,126.0
296,1,0,Ġcorporation,,0.5280649065971375,867.0,136.0
297,1,0,,ĠAgg,0.5367238521575928,867.0,136.0
298,1,0,reg,,0.5472721457481384,867.0,253.0
299,1,0,ated,,0.5223076343536377,867.0,253.0
300,1,0,Ġactivities,,0.5686230063438416,867.0,322.0
301,1,0,Ġfor,,0.5622265934944153,867.0,374.0
302,1,0,Ġsection,,0.5741187334060669,867.0,392.0
303,1,0,Ġ465,,0.5260189771652222,867.0,436.0
304,1,0,Ġat,,0.6383060812950134,867.0,461.0
305,1,0,-,,0.6029583215713501,867.0,461.0
306,1,0,risk,,0.577000617980957,867.0,461.0
307,1,0,Ġactivities,,0.512255072593689,867.0,658.0
308,1,0,Ġfor,,0.5681453943252563,867.0,709.0
309,1,0,Ġsection,,0.5207324624061584,867.0,728.0
310,1,0,Ġ4,,0.5111258625984192,867.0,772.0
311,1,0,69,,0.6130215525627136,867.0,772.0
312,1,0,Ġpurposes,,0.5354638695716858,873.0,500.0
313,1,0,ĠCa,,0.709321916103363,916.0,61.0
314,1,0,ution,,0.6262544393539429,916.0,61.0
315,1,0,,ĠInclude,0.5894241034984589,916.0,61.0
316,1,0,Ġonly,,0.681550145149231,916.0,162.0
317,1,0,Ġtrade,,0.6838693618774414,916.0,192.0
318,1,0,Ġbusiness,,0.6488438248634338,916.0,241.0
319,1,0,Ġincome,,0.5816094875335693,916.0,297.0
320,1,0,Ġand,,0.5866705179214478,916.0,343.0
321,1,0,Ġlines,,0.5220814943313599,916.0,446.0
322,1,0,Ġ1,,0.7139532566070557,916.0,477.0
323,1,0,a,,0.6392312049865723,916.0,477.0
324,1,0,Ġthrough,,0.5528365969657898,916.0,493.0
325,1,0,Ġ22,,0.5818690061569214,916.0,542.0
326,1,0,.,,0.6424272060394287,916.0,542.0
327,1,0,ĠSee,,0.5835493206977844,916.0,564.0
328,1,0,Ġthe,,0.6081153154373169,916.0,590.0
329,1,0,Ġinstructions,,0.5095683932304382,916.0,612.0
330,1,0,Ġfor,,0.5535471439361572,916.0,683.0
331,1,0,Ġinformation,,0.5156247019767761,916.0,736.0
332,1,0,.,,0.5105986595153809,916.0,736.0
333,1,0,Ġor,,0.6532284617424011,922.0,226.0
334,1,0,Ġexpenses,,0.5757197737693787,922.0,368.0
335,1,0,Ġon,,0.5933269262313843,922.0,428.0
336,1,0,Ġmore,,0.5602139830589294,922.0,703.0
337,1,0,Ġ|,,0.6612771153450012,955.0,83.0
338,1,0,Ġ|,,0.6467165350914001,955.0,259.0
339,1,0,Ġ|,,0.5566253066062927,955.0,563.0
340,1,0,Ġ1,,0.5761795043945312,968.0,100.0
341,1,0,a,,0.5853880643844604,968.0,100.0
342,1,0,ĠGross,,0.6721372008323669,968.0,131.0
343,1,0,ĠLess,,0.5641425848007202,968.0,401.0
344,1,0,Ġand,,0.5011646151542664,968.0,471.0
345,1,0,Ġallowances,,0.5589101910591125,968.0,495.0
346,1,0,ĠBalance,,0.5770620703697205,968.0,705.0
347,1,0,Ġ1,,0.5012389421463013,968.0,785.0
348,1,0,c,,0.5662730932235718,968.0,785.0
349,1,0,Ġreceipts,,0.6773642301559448,969.0,167.0
350,1,0,Ġsales,,0.7547995448112488,969.0,228.0
351,1,0,Ġb,,0.5023366212844849,969.0,389.0
352,1,0,Ġreturns,,0.5400664806365967,969.0,430.0
353,1,0,Ġ100,,0.5803105235099792,972.0,893.0
354,1,0,",",,0.5599449276924133,972.0,893.0
355,1,0,000,,0.5021702647209167,972.0,893.0
356,1,0,Ġc,,0.5962319374084473,974.0,693.0
357,1,0,Ġor,,0.7260398864746094,975.0,214.0
358,1,1,ĠCost,,0.6118197441101074,17.0,131.0
359,1,1,Ġ(,,0.5290237665176392,17.0,253.0
360,1,1,attach,,0.5200335383415222,17.0,253.0
361,1,1,Ġ1,,0.602433979511261,17.0,336.0
362,1,1,125,,0.5885533690452576,17.0,336.0
363,1,1,-,,0.6081268787384033,17.0,336.0
364,1,1,A,,0.62935870885849,17.0,336.0
365,1,1,),ĠGO,0.5335524678230286,17.0,336.0
366,1,1,ON,,0.5481792688369751,18.0,100.0
367,1,1,ID,,0.5024001598358154,18.0,100.0
368,1,1,ĠR,,0.567132830619812,18.0,100.0
369,1,1,OD,,0.5024517178535461,18.0,100.0
370,1,1,Ġof,,0.5216042399406433,18.0,164.0
371,1,1,Ġgoods,,0.5865520238876343,18.0,180.0
372,1,1,Ġsold,,0.6003405451774597,18.0,223.0
373,1,1,ĠForm,,0.5747259259223938,18.0,300.0
374,1,1,Ġ20,,0.5674855709075928,21.0,900.0
375,1,1,",",,0.5976603627204895,21.0,900.0
376,1,1,000,,0.5182850956916809,21.0,900.0
377,1,1,ĠIncome,,0.6249602437019348,37.0,64.0
378,1,1,Ġ.,,0.5346993207931519,39.0,393.0
379,1,1,ĠGross,,0.6120759844779968,67.0,131.0
380,1,1,ĠSub,,0.6068364381790161,67.0,212.0
381,1,1,t,,0.5506592392921448,67.0,212.0
382,1,1,ract,,0.5030965805053711,67.0,212.0
383,1,1,Ġprofit,,0.6114968061447144,68.0,172.0
384,1,1,.,,0.5684523582458496,68.0,172.0
385,1,1,Ġline,,0.532805323600769,68.0,269.0
386,1,1,Ġ2,,0.5550503730773926,68.0,294.0
387,1,1,Ġfrom,,0.5856797695159912,68.0,305.0
388,1,1,Ġline,,0.5142477750778198,68.0,338.0
389,1,1,Ġ1,,0.6244452595710754,68.0,363.0
390,1,1,c,,0.54351806640625,68.0,363.0
391,1,1,Ġ80,,0.6681144833564758,71.0,899.0
392,1,1,",",,0.6354930400848389,71.0,899.0
393,1,1,000,,0.5420334935188293,71.0,899.0
394,1,1,ĠForm,,0.5063769221305847,89.0,420.0
395,1,1,Ġ4,,0.6438535451889038,89.0,456.0
396,1,1,797,,0.7153375148773193,89.0,456.0
397,1,1,),Ġ(,0.537965714931488,89.0,456.0
398,1,1,loss,,0.5103830099105835,116.0,187.0
399,1,1,),Ġ(,0.617282509803772,116.0,187.0
400,1,1,attach,,0.6229236721992493,116.0,374.0
401,1,1,ĠNet,,0.6227667927742004,117.0,132.0
402,1,1,Ġgain,,0.5928385853767395,117.0,157.0
403,1,1,Ġfrom,,0.6348777413368225,117.0,222.0
404,1,1,ĠForm,,0.616696298122406,117.0,255.0
405,1,1,Ġ4,,0.5825287699699402,117.0,291.0
406,1,1,797,,0.6425246596336365,117.0,291.0
407,1,1,",",,0.5958672165870667,117.0,291.0
408,1,1,Ġline,,0.5731720328330994,117.0,330.0
409,1,1,Ġ17,,0.5408827662467957,117.0,355.0
410,1,1,Ġo,,0.5251725912094116,162.0,98.0
411,1,1,O,,0.5714593529701233,162.0,98.0
412,1,1,Ġinstructions,,0.6751953959465027,162.0,284.0
413,1,1,âĢĶ,,0.557200014591217,162.0,284.0
414,1,1,Ġattach,,0.5597966909408569,162.0,369.0
415,1,1,ĠOther,,0.6698936820030212,166.0,131.0
416,1,1,Ġ(,,0.5711225867271423,166.0,219.0
417,1,1,loss,,0.5393718481063843,166.0,219.0
418,1,1,),Ġ(,0.5903897881507874,166.0,219.0
419,1,1,See,,0.5216774344444275,166.0,254.0
420,1,1,Ġstatement,,0.55582195520401,166.0,412.0
421,1,1,),Ġincome,0.6079949736595154,166.0,412.0
422,1,1,Ġ(,,0.5374208092689514,214.0,221.0
423,1,1,loss,,0.5064455270767212,214.0,221.0
424,1,1,).,,0.5182772278785706,214.0,221.0
425,1,1,ĠTotal,,0.5143837928771973,215.0,131.0
426,1,1,Ġincome,,0.6007606387138367,215.0,169.0
427,1,1,ĠAdd,,0.5085484981536865,215.0,263.0
428,1,1,Ġlines,,0.6683537364006042,215.0,293.0
429,1,1,Ġ3,,0.5090588927268982,215.0,324.0
430,1,1,Ġthrough,,0.5445765256881714,215.0,336.0
431,1,1,Ġ5,,0.5129690766334534,215.0,388.0
432,1,1,Ġ80,,0.6856713891029358,220.0,899.0
433,1,1,",",,0.6413094401359558,220.0,899.0
434,1,1,000,,0.5728882551193237,220.0,899.0
435,1,1,ĠL,,0.6050461530685425,236.0,491.0
436,1,1,oe,,0.5634526014328003,236.0,491.0
437,1,1,ĠCompensation,,0.6395705938339233,266.0,131.0
438,1,1,Ġ(,,0.5986557602882385,266.0,291.0
439,1,1,see,,0.6475973129272461,266.0,291.0
440,1,1,Ġ1,,0.775621235370636,266.0,485.0
441,1,1,125,,0.6287857294082642,266.0,485.0
442,1,1,-,,0.7872306108474731,266.0,485.0
443,1,1,E,,0.7316204309463501,266.0,485.0
444,1,1,),Ġof,0.6709330976009369,266.0,485.0
445,1,1,Ġofficers,,0.5700276494026184,267.0,241.0
446,1,1,Ġinstructions,,0.5360979437828064,267.0,320.0
447,1,1,âĢĶ,,0.5510637164115906,267.0,320.0
448,1,1,attach,,0.5884610414505005,267.0,320.0
449,1,1,ĠForm,,0.6441259384155273,267.0,449.0
450,1,1,Ġ5,,0.6214741468429565,270.0,907.0
451,1,1,",",,0.6630704998970032,270.0,907.0
452,1,1,000,,0.6104869842529297,270.0,907.0
453,1,1,Ġlimitations,,0.6126990914344788,310.0,65.0
454,1,1,),ĠSal,0.5927836894989014,310.0,65.0
455,1,1,aries,,0.6030843257904053,315.0,131.0
456,1,1,Ġ(,,0.5066628456115723,315.0,255.0
457,1,1,less,,0.6019443869590759,315.0,255.0
458,1,1,Ġcredits,,0.5475387573242188,315.0,367.0
459,1,1,),Ġand,0.5826781988143921,315.0,367.0
460,1,1,Ġemployment,,0.6448491811752319,316.0,287.0
461,1,1,Ġ12,,0.5627551078796387,320.0,900.0
462,1,1,",",,0.6321004033088684,320.0,900.0
463,1,1,000,,0.5933918952941895,320.0,900.0
464,1,1,Ġwages,,0.6366300582885742,322.0,211.0
465,1,1,ĠRep,,0.582748532295227,366.0,132.0
466,1,1,airs,,0.5554708242416382,366.0,132.0
467,1,1,Ġand,,0.5081091523170471,366.0,182.0
468,1,1,Ġmaintenance,,0.5918359160423279,366.0,210.0
469,1,1,Ġ.,,0.5586784482002258,387.0,296.0
470,1,1,Ġ0,,0.5552887916564941,411.0,98.0
471,1,1,ĠO,,0.5348255634307861,416.0,100.0
472,1,1,0,,0.5474600195884705,416.0,100.0
473,1,1,O,,0.5767033696174622,416.0,100.0
474,1,1,AN,,0.5129822492599487,416.0,100.0
475,1,1,OD,,0.5970075726509094,416.0,100.0
476,1,1,U,,0.5725923776626587,416.0,100.0
477,1,1,AR,,0.5672480463981628,416.0,100.0
478,1,1,W,,0.5857216715812683,416.0,100.0
479,1,1,BN,,0.5652384757995605,416.0,100.0
480,1,1,H,,0.5919187068939209,416.0,100.0
481,1,1,ĠBad,,0.5390311479568481,416.0,132.0
482,1,1,Ġdebts,,0.5131147503852844,416.0,160.0
483,1,1,ĠCe,,0.5512465238571167,431.0,89.0
